timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1745266953690,599,Get characters,200,OK,Thread Group 1-159,text,false,"The operation lasted too long: It took 599 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,597,0,20
1745266953690,601,Get characters,200,OK,Thread Group 1-160,text,false,"The operation lasted too long: It took 601 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,601,0,21
1745266953690,602,Get characters,200,OK,Thread Group 1-158,text,false,"The operation lasted too long: It took 602 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,602,0,21
1745266953689,607,Get characters,200,OK,Thread Group 1-166,text,false,"The operation lasted too long: It took 607 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,607,0,23
1745266953689,608,Get characters,200,OK,Thread Group 1-157,text,false,"The operation lasted too long: It took 608 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,608,0,23
1745266953690,546,Get characters,200,OK,Thread Group 1-153,text,false,"The operation lasted too long: It took 546 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,428,0,19
1745266953669,569,Get characters,200,OK,Thread Group 1-96,text,false,"The operation lasted too long: It took 569 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,508,0,39
1745266953669,633,Get characters,200,OK,Thread Group 1-121,text,false,"The operation lasted too long: It took 633 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,633,0,39
1745266953669,634,Get characters,200,OK,Thread Group 1-105,text,false,"The operation lasted too long: It took 634 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,634,0,38
1745266953669,639,Get characters,200,OK,Thread Group 1-124,text,false,"The operation lasted too long: It took 639 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,639,0,38
1745266953668,572,Get characters,200,OK,Thread Group 1-35,text,false,"The operation lasted too long: It took 572 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,518,0,33
1745266953669,571,Get characters,200,OK,Thread Group 1-11,text,false,"The operation lasted too long: It took 571 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,517,0,33
1745266953690,627,Get characters,200,OK,Thread Group 1-165,text,false,"The operation lasted too long: It took 627 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,587,587,http://localhost:3001/characters,627,0,20
1745266953669,570,Get characters,200,OK,Thread Group 1-40,text,false,"The operation lasted too long: It took 570 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,519,0,33
1745266953669,570,Get characters,200,OK,Thread Group 1-10,text,false,"The operation lasted too long: It took 570 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,519,0,33
1745266953669,570,Get characters,200,OK,Thread Group 1-118,text,false,"The operation lasted too long: It took 570 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,520,0,33
1745266953670,570,Get characters,200,OK,Thread Group 1-145,text,false,"The operation lasted too long: It took 570 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,534,0,35
1745266953669,570,Get characters,200,OK,Thread Group 1-1,text,false,"The operation lasted too long: It took 570 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,534,0,36
1745266953690,638,Get characters,200,OK,Thread Group 1-161,text,false,"The operation lasted too long: It took 638 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,591,591,http://localhost:3001/characters,638,0,20
1745266953669,570,Get characters,200,OK,Thread Group 1-2,text,false,"The operation lasted too long: It took 570 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,534,0,36
1745266953669,570,Get characters,200,OK,Thread Group 1-128,text,false,"The operation lasted too long: It took 570 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,534,0,36
1745266953669,570,Get characters,200,OK,Thread Group 1-14,text,false,"The operation lasted too long: It took 570 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,533,0,37
1745266953669,570,Get characters,200,OK,Thread Group 1-117,text,false,"The operation lasted too long: It took 570 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,533,0,34
1745266953668,571,Get characters,200,OK,Thread Group 1-9,text,false,"The operation lasted too long: It took 571 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,534,0,39
1745266953669,570,Get characters,200,OK,Thread Group 1-122,text,false,"The operation lasted too long: It took 570 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,521,0,34
1745266953669,570,Get characters,200,OK,Thread Group 1-125,text,false,"The operation lasted too long: It took 570 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,521,0,34
1745266953690,550,Get characters,200,OK,Thread Group 1-162,text,false,"The operation lasted too long: It took 550 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,501,0,17
1745266953670,569,Get characters,200,OK,Thread Group 1-146,text,false,"The operation lasted too long: It took 569 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,586,586,http://localhost:3001/characters,521,0,33
1745266953672,756,Get characters,200,OK,Thread Group 1-63,text,false,"The operation lasted too long: It took 756 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,633,633,http://localhost:3001/characters,756,0,76
1745266953680,749,Get characters,200,OK,Thread Group 1-114,text,false,"The operation lasted too long: It took 749 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,633,633,http://localhost:3001/characters,749,0,37
1745266953682,748,Get characters,200,OK,Thread Group 1-85,text,false,"The operation lasted too long: It took 748 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,633,633,http://localhost:3001/characters,748,0,33
1745266953682,749,Get characters,200,OK,Thread Group 1-132,text,false,"The operation lasted too long: It took 749 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,633,633,http://localhost:3001/characters,749,0,36
1745266953687,744,Get characters,200,OK,Thread Group 1-111,text,false,"The operation lasted too long: It took 744 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,633,633,http://localhost:3001/characters,744,0,27
1745266953688,744,Get characters,200,OK,Thread Group 1-164,text,false,"The operation lasted too long: It took 744 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,633,633,http://localhost:3001/characters,744,0,28
1745266953689,744,Get characters,200,OK,Thread Group 1-151,text,false,"The operation lasted too long: It took 744 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,633,633,http://localhost:3001/characters,744,0,23
1745266953669,1088,Get characters,200,OK,Thread Group 1-126,text,false,"The operation lasted too long: It took 1,088 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,785,785,http://localhost:3001/characters,1088,0,49
1745266953682,1077,Get characters,200,OK,Thread Group 1-79,text,false,"The operation lasted too long: It took 1,077 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,785,785,http://localhost:3001/characters,1077,0,31
1745266953683,1077,Get characters,200,OK,Thread Group 1-4,text,false,"The operation lasted too long: It took 1,077 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,785,785,http://localhost:3001/characters,1077,0,33
1745266953688,1074,Get characters,200,OK,Thread Group 1-149,text,false,"The operation lasted too long: It took 1,074 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,785,785,http://localhost:3001/characters,1074,0,27
1745266953682,1080,Get characters,200,OK,Thread Group 1-107,text,false,"The operation lasted too long: It took 1,080 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,785,785,http://localhost:3001/characters,1080,0,36
1745266953688,1075,Get characters,200,OK,Thread Group 1-163,text,false,"The operation lasted too long: It took 1,075 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,785,785,http://localhost:3001/characters,1075,0,29
1745266953946,1004,Get characters,200,OK,Thread Group 1-298,text,false,"The operation lasted too long: It took 1,004 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,855,855,http://localhost:3001/characters,1003,0,1
1745266953674,1275,Get characters,200,OK,Thread Group 1-80,text,false,"The operation lasted too long: It took 1,275 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,855,855,http://localhost:3001/characters,1275,0,60
1745266953944,1014,Get characters,200,OK,Thread Group 1-275,text,false,"The operation lasted too long: It took 1,014 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,856,856,http://localhost:3001/characters,1014,0,1
1745266953676,1282,Get characters,200,OK,Thread Group 1-54,text,false,"The operation lasted too long: It took 1,282 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,856,856,http://localhost:3001/characters,1281,0,57
1745266953670,1288,Get characters,200,OK,Thread Group 1-12,text,false,"The operation lasted too long: It took 1,288 milliseconds, but should not have lasted longer than 180 milliseconds.",24745,158,856,856,http://localhost:3001/characters,1287,0,93
